"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1009.4","...","1011.3","2017-12-01 09:54","1007.7","2017-12-01 15:10","19.1","20.5","2017-12-01 12:20","18.1","2017-12-01 19:36","...","81","72","2017-12-01 13:12","1.6","117","6.7","113","2017-12-01 18:29","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"02","1008.1","...","1010.5","2017-12-02 09:11","1005.8","2017-12-02 16:42","19.2","20.6","2017-12-02 12:31","17.4","2017-12-02 06:41","...","85","76","2017-12-02 12:32","1.6","115","7.1","113","2017-12-02 13:37","2.5","...","...","","...","","...","...","...","...","...","...","","..."
"03","1006.5","...","1008.4","2017-12-03 08:48","1004.2","2017-12-03 16:07","19.8","21.7","2017-12-03 12:55","18.8","2017-12-03 04:36","...","84","74","2017-12-03 14:52","0.7","116","5.3","89","2017-12-03 01:23","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"04","1008.2","...","1009.7","2017-12-04 23:37","1006.8","2017-12-04 15:34","18.8","20.9","2017-12-04 11:53","17.4","2017-12-04 03:22","...","69","60","2017-12-04 21:27","0.3","92","4.7","134","2017-12-04 14:08","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","1010.5","...","1013.7","2017-12-05 08:37","1008.2","2017-12-05 23:50","15.8","17.7","2017-12-05 00:49","14.4","2017-12-05 07:02","...","69","58","2017-12-05 03:40","0.6","121","6.3","99","2017-12-05 17:35","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"06","1007.9","...","1009.1","2017-12-06 05:46","1006.5","2017-12-06 14:45","15.5","16.3","2017-12-06 12:46","14.0","2017-12-06 06:21","...","75","62","2017-12-06 01:35","1.3","108","7.5","78","2017-12-06 10:32","2.0","...","...","","...","","...","...","...","...","...","...","","..."
"07","1006.6","...","1008.3","2017-12-08 00:00","1005.1","2017-12-07 15:50","16.3","18.9","2017-12-07 11:20","14.8","2017-12-07 23:51","...","91","80","2017-12-07 11:21","0.4","113","5.8","133","2017-12-07 01:14","15.0","...","...","","...","","...","...","...","...","...","...","","..."
"08","1011.3","...","1013.6","2017-12-08 08:56","1008.2","2017-12-08 00:07","13.7","15.0","2017-12-08 00:10","12.3","2017-12-08 22:42","...","74","57","2017-12-08 15:00","0.3","91","5.7","121","2017-12-08 08:59","6.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","1007.0","...","1010.7","2017-12-09 00:06","1004.8","2017-12-09 19:18","14.0","15.9","2017-12-09 15:13","12.2","2017-12-09 02:02","...","86","79","2017-12-09 04:32","0.5","119","5.6","76","2017-12-09 08:51","3.5","...","...","","...","","...","...","...","...","...","...","","..."
"10","1006.3","...","1008.2","2017-12-10 22:30","1004.8","2017-12-10 14:13","16.0","21.3","2017-12-10 14:16","11.4","2017-12-10 06:11","...","83","64","2017-12-10 09:09","0.0","269","3.4","309","2017-12-10 13:19","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"11","1008.3","...","1009.4","2017-12-11 09:44","1007.2","2017-12-11 14:23","17.1","18.8","2017-12-11 12:17","16.2","2017-12-11 06:21","...","63","55","2017-12-11 11:49","1.3","112","6.8","136","2017-12-11 10:02","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"12","1008.2","...","1010.5","2017-12-12 09:18","1006.6","2017-12-12 14:52","16.1","16.9","2017-12-12 03:32","15.3","2017-12-12 08:41","...","86","62","2017-12-12 00:01","1.6","116","7.1","95","2017-12-12 02:52","5.5","...","...","","...","","...","...","...","...","...","...","","..."
"13","1008.0","...","1010.0","2017-12-13 22:22","1005.6","2017-12-13 14:10","17.0","18.8","2017-12-13 11:15","15.2","2017-12-13 23:51","...","84","76","2017-12-13 13:36","2.0","113","9.6","111","2017-12-13 15:40","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"14","1006.9","...","1008.7","2017-12-14 00:06","1005.5","2017-12-14 14:25","18.6","21.6","2017-12-14 11:59","15.2","2017-12-14 00:04","...","76","66","2017-12-14 11:35","2.3","116","9.2","102","2017-12-14 12:35","0.0","...","...","","...","","...","...","...","...","...","...","","..."
