"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1004.5","...","1007.2","2017-11-01 00:01","1002.0","2017-11-01 14:37","23.5","28.7","2017-11-01 14:14","19.6","2017-11-01 05:51","...","77","53","2017-11-01 14:19","1.1","121","6.4","91","2017-11-01 12:08","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","1002.9","...","1004.1","2017-11-02 00:23","1001.1","2017-11-02 14:20","23.9","27.7","2017-11-02 10:44","20.8","2017-11-02 04:31","...","82","65","2017-11-02 10:45","0.2","106","3.4","273","2017-11-02 11:12","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","1006.2","...","1009.9","2017-11-03 23:00","1002.8","2017-11-03 03:28","21.8","23.4","2017-11-03 00:04","19.8","2017-11-03 23:41","...","86","70","2017-11-03 13:10","0.1","115","3.8","115","2017-11-03 09:15","4.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1011.7","...","1013.4","2017-11-04 09:29","1009.4","2017-11-04 02:39","19.1","20.9","2017-11-04 03:34","17.5","2017-11-04 19:31","...","80","70","2017-11-04 13:46","1.2","106","7.1","137","2017-11-04 23:07","1.5","...","...","","...","","...","...","...","...","...","...","","..."
"05","1008.0","...","1011.3","2017-11-05 00:13","1005.3","2017-11-05 23:57","20.5","23.1","2017-11-05 12:15","18.1","2017-11-05 00:01","...","76","65","2017-11-05 12:15","2.5","110","9.3","123","2017-11-05 13:40","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","1003.9","...","1005.9","2017-11-06 08:24","1002.5","2017-11-06 23:42","25.2","29.2","2017-11-06 13:10","21.1","2017-11-06 00:01","...","71","54","2017-11-06 13:34","1.6","116","7.8","135","2017-11-06 00:05","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"07","1004.1","...","1006.6","2017-11-07 22:31","1002.3","2017-11-07 13:47","25.5","30.3","2017-11-07 10:54","22.7","2017-11-07 06:41","...","79","58","2017-11-07 10:54","0.2","117","5.3","119","2017-11-07 00:03","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"08","1005.9","...","1007.0","2017-11-08 09:14","1004.6","2017-11-08 13:30","23.1","25.8","2017-11-08 11:05","21.9","2017-11-08 04:42","...","81","73","2017-11-08 11:06","0.4","119","5.0","135","2017-11-08 23:16","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","1004.6","...","1006.6","2017-11-09 09:09","1002.5","2017-11-09 23:57","23.3","25.5","2017-11-09 12:12","21.2","2017-11-09 04:41","...","81","70","2017-11-09 11:21","2.0","117","9.7","118","2017-11-09 15:51","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","1002.9","...","1004.1","2017-11-10 22:50","1001.4","2017-11-10 14:29","26.0","31.3","2017-11-10 11:22","22.5","2017-11-10 03:55","...","73","52","2017-11-10 11:22","0.7","114","6.2","104","2017-11-10 00:37","0.0","...","...","","...","","...","...","...","...","...","...","","..."
