"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","992.2","...","993.6","2018-07-02 00:00","990.5","2018-07-01 14:44","29.8","34.4","2018-07-01 15:13","24.8","2018-07-01 00:01","...","68","51","2018-07-01 14:56","0.5","269","5.2","267","2018-07-01 13:07","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","990.4","...","991.3","2018-07-02 08:42","988.6","2018-07-02 16:44","30.9","34.9","2018-07-02 11:27","27.7","2018-07-02 03:02","...","60","47","2018-07-02 12:06","1.3","271","8.2","290","2018-07-02 14:58","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","989.8","...","991.6","2018-07-03 11:16","988.6","2018-07-03 16:42","31.1","34.4","2018-07-03 10:10","28.5","2018-07-03 04:02","...","58","50","2018-07-03 10:13","1.3","265","10.0","287","2018-07-03 13:09","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","989.6","...","991.4","2018-07-04 10:22","987.9","2018-07-04 14:49","31.5","35.3","2018-07-04 15:03","28.9","2018-07-04 05:02","...","55","45","2018-07-04 15:02","1.3","268","10.6","276","2018-07-04 13:40","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","989.9","...","991.7","2018-07-05 22:08","988.4","2018-07-05 15:49","30.1","31.7","2018-07-05 16:18","28.4","2018-07-05 04:41","...","60","49","2018-07-05 16:22","0.9","273","8.6","286","2018-07-05 12:36","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","991.1","...","992.9","2018-07-06 22:49","989.8","2018-07-06 13:31","31.0","35.8","2018-07-06 12:06","27.3","2018-07-06 03:22","...","60","44","2018-07-06 12:06","0.6","263","8.3","297","2018-07-06 11:46","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"07","993.3","...","995.4","2018-07-07 21:45","992.0","2018-07-07 12:48","28.0","34.0","2018-07-07 10:26","23.6","2018-07-07 16:06","...","78","49","2018-07-07 10:21","0.2","101","8.1","118","2018-07-07 13:12","53.5","...","...","","...","","...","...","...","...","...","...","","..."
"08","994.9","...","996.7","2018-07-08 22:06","993.7","2018-07-08 04:07","29.3","34.0","2018-07-08 10:49","24.4","2018-07-08 05:21","...","69","49","2018-07-08 10:44","0.3","108","3.5","263","2018-07-08 11:04","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","995.2","...","997.4","2018-07-09 08:31","992.5","2018-07-09 17:08","30.5","36.6","2018-07-09 13:42","25.6","2018-07-09 05:21","...","62","43","2018-07-09 13:42","1.3","115","7.7","141","2018-07-09 20:05","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","991.4","...","995.7","2018-07-10 00:07","982.6","2018-07-10 23:58","27.6","31.2","2018-07-10 08:36","25.8","2018-07-10 23:52","...","81","62","2018-07-10 08:36","0.7","115","7.2","232","2018-07-10 22:54","32.0","...","...","","...","","...","...","...","...","...","...","","..."
"11","987.6","...","994.8","2018-07-11 22:39","978.5","2018-07-11 03:01","27.4","31.3","2018-07-11 15:10","24.3","2018-07-11 03:41","...","84","67","2018-07-11 15:32","0.6","116","10.0","281","2018-07-11 03:23","49.5","...","...","","...","","...","...","...","...","...","...","","..."
"12","994.5","...","995.8","2018-07-12 21:48","993.0","2018-07-12 16:31","29.6","34.6","2018-07-12 12:16","26.1","2018-07-12 05:35","...","72","51","2018-07-12 12:17","0.5","101","5.2","90","2018-07-12 12:25","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"13","994.9","...","995.8","2018-07-13 21:54","993.4","2018-07-13 16:20","30.1","36.8","2018-07-13 12:15","26.0","2018-07-13 05:01","...","65","46","2018-07-13 12:15","0.3","111","4.5","127","2018-07-13 14:56","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"14","994.2","...","995.1","2018-07-14 06:30","992.4","2018-07-14 16:35","30.7","35.6","2018-07-14 13:26","26.5","2018-07-14 05:21","...","58","44","2018-07-14 12:10","1.1","105","7.3","112","2018-07-14 12:30","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"15","994.0","...","995.3","2018-07-15 08:15","992.9","2018-07-15 16:42","30.1","34.6","2018-07-15 15:24","27.0","2018-07-15 05:22","...","58","44","2018-07-15 10:22","1.3","111","9.3","124","2018-07-15 19:36","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"16","992.6","...","994.6","2018-07-16 07:02","990.7","2018-07-16 15:53","30.4","34.8","2018-07-16 13:17","27.1","2018-07-16 05:52","...","63","50","2018-07-16 14:52","1.7","105","8.5","122","2018-07-16 12:38","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"17","991.7","...","993.0","2018-07-17 22:08","989.7","2018-07-17 16:40","31.2","35.5","2018-07-17 13:24","28.1","2018-07-17 05:11","...","61","48","2018-07-17 13:11","2.0","101","8.7","86","2018-07-17 12:23","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"18","992.7","...","994.2","2018-07-18 21:52","991.3","2018-07-18 16:38","31.2","36.0","2018-07-18 14:15","27.8","2018-07-18 04:41","...","59","45","2018-07-18 14:14","1.8","114","9.2","124","2018-07-18 15:00","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"19","993.8","...","995.3","2018-07-19 07:37","991.8","2018-07-19 16:12","31.0","36.4","2018-07-19 13:50","27.2","2018-07-19 05:35","...","64","43","2018-07-19 14:02","1.7","117","7.7","107","2018-07-19 14:39","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"20","992.3","...","994.0","2018-07-20 06:50","990.8","2018-07-20 15:07","30.5","36.0","2018-07-20 13:39","26.9","2018-07-20 05:21","...","64","42","2018-07-20 13:45","1.1","124","5.8","131","2018-07-20 14:17","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"21","989.7","...","991.6","2018-07-22 00:00","988.3","2018-07-21 16:26","28.4","33.3","2018-07-21 11:49","25.6","2018-07-21 07:47","...","78","55","2018-07-21 12:04","0.2","127","4.3","239","2018-07-21 13:03","9.0","...","...","","...","","...","...","...","...","...","...","","..."
"22","989.5","...","991.7","2018-07-22 22:24","988.4","2018-07-22 00:55","28.3","34.9","2018-07-22 11:23","25.6","2018-07-22 05:01","...","80","50","2018-07-22 11:34","0.2","88","5.2","109","2018-07-22 13:16","22.5","...","...","","...","","...","...","...","...","...","...","","..."
