"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1018.0","...","1020.4","2018-01-01 09:14","1015.6","2018-01-01 14:44","17.5","22.2","2018-01-01 13:21","14.8","2018-01-01 05:03","...","73","56","2018-01-01 12:15","3.5","26","9.7","24","2018-01-01 10:59","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","1017.2","...","1019.4","2018-01-02 09:21","1015.3","2018-01-02 14:44","17.4","22.1","2018-01-02 13:41","12.5","2018-01-02 06:41","...","86","69","2018-01-02 12:03","1.8","1","7.8","346","2018-01-02 12:41","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","1017.1","...","1019.7","2018-01-03 08:31","1015.1","2018-01-03 14:54","18.6","24.7","2018-01-03 12:51","15.1","2018-01-03 01:51","...","89","61","2018-01-03 12:51","1.3","112","6.4","333","2018-01-03 14:34","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1016.0","...","1018.4","2018-01-04 09:31","1014.3","2018-01-04 13:41","18.0","19.6","2018-01-04 09:52","16.8","2018-01-04 06:41","...","95","87","2018-01-04 12:03","2.1","13","11.0","6","2018-01-04 12:32","3.5","...","...","","...","","...","...","...","...","...","...","","..."
"05","1014.6","...","1016.9","2018-01-05 09:43","1012.6","2018-01-05 15:13","17.7","19.7","2018-01-05 11:01","16.4","2018-01-05 20:02","...","89","77","2018-01-05 14:59","3.6","23","12.3","24","2018-01-05 16:14","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","1013.8","...","1015.4","2018-01-06 08:58","1012.4","2018-01-06 14:52","18.0","20.0","2018-01-06 11:21","16.8","2018-01-06 00:03","...","88","76","2018-01-06 10:31","2.7","22","8.5","343","2018-01-06 19:47","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"07","1013.1","...","1015.3","2018-01-07 07:31","1011.2","2018-01-07 19:28","18.2","20.4","2018-01-07 11:03","17.2","2018-01-07 07:21","...","89","74","2018-01-07 12:02","2.7","21","12.0","54","2018-01-07 05:16","X","...","...","","...","","...","...","...","...","...","...","","..."
"08","1012.9","...","1017.9","2018-01-08 23:41","1010.2","2018-01-08 07:17","18.6","22.0","2018-01-08 10:34","14.5","2018-01-08 23:51","...","95","87","2018-01-08 10:52","2.0","37","13.1","3","2018-01-08 11:35","10.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","1019.6","...","1022.3","2018-01-09 23:51","1016.5","2018-01-09 00:13","11.7","14.5","2018-01-09 00:01","10.1","2018-01-09 19:42","...","85","56","2018-01-09 23:44","5.2","24","12.8","20","2018-01-09 03:02","16.5","...","...","","...","","...","...","...","...","...","...","","..."
"10","1022.4","...","1025.0","2018-01-10 09:23","1020.0","2018-01-10 15:51","12.7","16.5","2018-01-10 12:33","10.5","2018-01-10 20:22","...","56","46","2018-01-10 11:21","4.8","25","12.4","13","2018-01-10 13:19","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"11","1023.3","...","1025.4","2018-01-11 22:53","1021.0","2018-01-11 14:51","12.9","16.9","2018-01-11 11:51","9.7","2018-01-11 23:11","...","56","42","2018-01-11 11:51","5.6","22","13.1","360","2018-01-11 16:09","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"12","1024.5","...","1026.1","2018-01-12 09:12","1022.2","2018-01-12 15:04","11.7","16.2","2018-01-12 11:52","9.3","2018-01-12 23:33","...","52","38","2018-01-12 11:11","6.0","24","14.6","27","2018-01-12 14:16","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"13","1023.6","...","1026.3","2018-01-13 09:13","1020.8","2018-01-13 15:59","12.7","18.5","2018-01-13 13:01","7.7","2018-01-13 06:24","...","59","40","2018-01-13 10:51","3.4","20","9.6","10","2018-01-13 08:04","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"14","1020.4","...","1023.2","2018-01-14 00:02","1017.9","2018-01-14 14:37","14.2","20.1","2018-01-14 12:19","7.3","2018-01-14 06:44","...","81","44","2018-01-14 13:11","2.5","11","9.3","31","2018-01-14 16:14","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"15","1016.9","...","1019.4","2018-01-15 08:55","1014.5","2018-01-15 14:42","16.2","20.8","2018-01-15 12:51","10.5","2018-01-15 06:51","...","88","63","2018-01-15 12:42","2.2","61","9.3","6","2018-01-15 15:23","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"16","1013.4","...","1015.3","2018-01-16 00:01","1010.9","2018-01-16 17:25","17.7","20.7","2018-01-16 12:36","14.1","2018-01-16 06:04","...","89","76","2018-01-16 10:21","1.5","63","6.3","350","2018-01-16 10:51","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"17","1012.8","...","1014.5","2018-01-17 08:34","1011.6","2018-01-17 00:38","19.5","22.7","2018-01-17 13:02","17.7","2018-01-17 06:43","...","85","70","2018-01-17 13:05","2.8","14","10.7","3","2018-01-17 15:25","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"18","1014.7","...","1016.9","2018-01-18 09:01","1012.9","2018-01-18 01:50","19.4","22.0","2018-01-18 11:54","18.4","2018-01-18 07:36","...","89","78","2018-01-18 12:01","3.6","12","9.7","11","2018-01-18 13:46","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"19","1015.8","...","1017.8","2018-01-19 09:21","1014.1","2018-01-19 15:12","18.9","21.3","2018-01-19 11:34","17.6","2018-01-19 07:41","...","89","77","2018-01-19 11:37","3.7","19","10.9","30","2018-01-19 08:13","1.0","...","...","","...","","...","...","...","...","...","...","","..."
"20","1014.8","...","1016.7","2018-01-20 09:04","1012.9","2018-01-20 15:22","19.0","21.0","2018-01-20 12:46","17.7","2018-01-20 05:21","...","87","78","2018-01-20 12:52","3.3","10","9.5","21","2018-01-20 03:16","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"21","1013.4","...","1015.0","2018-01-21 07:48","1011.5","2018-01-21 15:53","19.6","23.3","2018-01-21 11:22","18.0","2018-01-21 00:01","...","86","72","2018-01-21 11:57","2.9","13","8.4","360","2018-01-21 15:04","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"22","1012.2","...","1014.1","2018-01-22 07:25","1009.3","2018-01-22 13:29","18.3","21.9","2018-01-22 09:43","16.4","2018-01-22 20:44","...","86","74","2018-01-22 21:43","4.0","9","14.0","29","2018-01-22 14:47","1.5","...","...","","...","","...","...","...","...","...","...","","..."
"23","1013.4","...","1015.0","2018-01-23 09:27","1011.8","2018-01-23 15:23","18.1","21.6","2018-01-23 11:12","15.9","2018-01-23 06:45","...","77","66","2018-01-23 11:12","4.3","22","14.3","5","2018-01-23 16:05","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"24","1013.7","...","1015.6","2018-01-24 09:11","1011.5","2018-01-24 14:56","18.3","22.0","2018-01-24 12:31","16.0","2018-01-24 01:19","...","76","63","2018-01-24 11:43","4.4","13","13.1","5","2018-01-24 15:32","0.0","...","...","","...","","...","...","...","...","...","...","","..."
