date,pure_peak_ability,peak_load,backup_power,backup_rate,industry_use,general_use,week_day,index
20180428,28710,26835,1875,6.99,331.936,232.032,6,482
20180429,27862,26074,1788,6.85,314.553,219.882,0,483
20180430,32159,30086,2073,6.89,353.337,246.992,1,484
20180501,30453,28665,1788,6.24,317.89,223.629,2,485
20180502,33931,32351,1580,4.88,347.624,244.547,3,486
20180503,32791,30659,2132,6.95,337.957,237.746,4,487
20180504,32728,30638,2090,6.82,333.49,234.603,5,488
20180505,29339,27477,1862,6.78,312.52,219.852,6,489
20180506,29436,27517,1919,6.97,302.099,212.52,0,490
20180507,34568,32762,1806,5.51,351.128,247.012,1,491
20180508,33882,31729,2153,6.78,347.632,244.552,2,492
20180509,32204,30104,2100,6.98,332.656,234.016,3,493
20180510,32262,30174,2088,6.92,329.666,231.914,4,494
20180511,32825,30735,2090,6.8,335.188,235.798,5,495
20180512,29347,27439,1908,6.95,313.183,220.318,6,496
20180513,28978,27088,1890,6.98,299.166,210.457,0,497
20180514,34906,32914,1992,6.05,347.687,244.59,1,498
20180515,35241,33518,1723,5.14,362.92,255.306,2,499
20180516,35790,34235,1555,4.54,371.263,261.176,3,500
20180517,36456,34692,1764,5.09,377.995,265.911,4,501
20180518,36837,35061,1776,5.07,377.045,265.243,5,502
20180519,32699,30567,2132,6.97,347.535,244.484,6,503
20180520,31435,29607,1828,6.17,329.814,232.018,0,504
20180521,36100,34269,1831,5.34,367.522,258.544,1,505
20180522,36648,34776,1872,5.38,376.947,265.175,2,506
20180523,36398,34892,1506,4.32,373.15,262.504,3,507
20180524,36459,34099,2360,6.92,368.514,259.242,4,508
20180525,36982,35023,1959,5.6,374.971,263.784,5,509
20180526,32536,30416,2120,6.97,347.016,244.118,6,510
20180527,32107,30287,1820,6.01,333.156,234.368,0,511
20180528,37298,36007,1291,3.59,381.747,268.552,1,512
20180529,37378,36329,1049,2.89,391.738,275.58,2,513
20180530,38003,36771,1232,3.35,393.897,277.098,3,514
20180531,38144,36713,1431,3.9,394.704,277.667,4,515
20180601,35895,33549,2346,6.99,362.036,283.3,5,516
20180602,30991,29031,1960,6.75,323.435,253.094,6,517
20180603,30428,28480,1948,6.84,311.431,243.7,0,518
20180604,36878,34478,2400,6.96,359.97,281.682,1,519
20180605,37569,35302,2267,6.42,373.32,292.13,2,520
20180606,37988,35802,2186,6.11,377.702,295.558,3,521
20180607,38050,35702,2348,6.58,380.397,297.668,4,522
20180608,38280,36102,2178,6.03,380.466,297.721,5,523
20180609,33692,31775,1917,6.03,351.602,275.135,6,524
20180610,31637,29798,1839,6.17,329.054,257.491,0,525
20180611,35126,32557,2569,7.89,353.874,276.913,1,526
20180612,35695,33517,2178,6.5,357.799,279.984,2,527
20180613,36145,34034,2111,6.2,361.361,282.771,3,528
20180614,35928,33737,2191,6.49,361.363,282.772,4,529
20180615,33730,31614,2116,6.69,344.5,269.578,5,530
20180616,30530,28619,1911,6.67,316.803,247.903,6,531
20180617,29158,27261,1897,6.96,301.447,235.887,0,532
20180618,29891,27948,1943,6.95,304.701,238.433,1,533
20180619,34613,32063,2550,7.95,341.183,266.981,2,534
20180620,34490,32244,2246,6.97,348.936,273.048,3,535
20180621,35351,33176,2175,6.56,356.063,278.625,4,536
20180622,36070,33748,2322,6.88,358.879,280.829,5,537
20180623,32242,30175,2067,6.85,333.169,260.71,6,538
20180624,31104,29174,1930,6.62,317.328,248.314,0,539
20180625,37390,35108,2282,6.5,365.614,286.1,1,540
20180626,37704,35259,2445,6.93,374.644,293.165,2,541
20180627,37537,35122,2415,6.88,373.386,292.181,3,542
20180628,37792,35448,2344,6.61,375.443,293.791,4,543
20180629,37395,34966,2429,6.95,372.612,291.575,5,544
20180630,32528,30484,2044,6.71,340.317,266.303,6,545
20180701,31002,29016,1986,6.85,313.525,270.26,0,546
20180702,35536,33151,2385,7.19,346.424,298.618,1,547
20180703,36355,34138,2217,6.49,356.862,307.617,2,548
20180704,36038,33744,2294,6.8,357.222,307.926,3,549
20180705,35454,33157,2297,6.93,354.923,305.945,4,550
20180706,36567,34306,2261,6.59,357.425,308.102,5,551
20180707,32483,30399,2084,6.86,329.519,284.046,6,552
20180708,30851,28916,1935,6.69,308.761,266.152,0,553
20180709,37243,34951,2292,6.56,355.959,306.838,1,554
20180710,37012,34753,2259,6.5,354.522,305.599,2,555
20180711,33349,31203,2146,6.88,335.903,289.549,3,556
20180712,36617,34408,2209,6.42,360.405,310.671,4,557
20180713,37207,34990,2217,6.34,364.861,314.511,5,558
20180714,33571,31279,2292,7.33,337.599,291.011,6,559
20180715,32283,29296,2987,10.19,316.764,273.052,0,560
20180716,37947,35178,2769,7.87,361.094,311.264,1,561
20180717,38713,36200,2513,6.94,376.937,324.921,2,562
20180718,38820,36460,2360,6.47,378.892,326.606,3,563
20180719,39052,36705,2347,6.39,380.275,327.798,4,564
20180720,38082,35740,2342,6.55,372.819,321.372,5,565
20180721,34258,31327,2931,9.36,339.94,293.029,6,566
20180722,32005,29333,2672,9.11,318.585,274.621,0,567
20180723,37187,34239,2948,8.61,357.398,308.078,1,568
20180724,38268,35976,2292,6.37,370.231,319.14,2,569
20180725,38300,35901,2399,6.68,370.374,319.264,3,570
20180726,38102,35806,2296,6.41,374.861,323.132,4,571
20180727,38118,35675,2443,6.85,372.019,320.682,5,572
20180728,33880,31376,2504,7.98,342.027,294.828,6,573
20180729,32696,30623,2073,6.77,325.854,280.888,0,574
20180730,38704,36318,2386,6.57,372.879,321.423,1,575
20180731,39262,36906,2356,6.38,384.918,331.8,2,576
20180801,39656,37351,2305,6.17,392.87,342.769,3,577
20180802,38579,36122,2457,6.8,387.28,337.892,4,578
20180803,38545,36116,2429,6.73,378.829,330.519,5,579
20180804,34993,31905,3088,9.68,345.256,301.227,6,580
20180805,33216,29660,3556,11.99,325.95,284.384,0,581
20180806,38502,36089,2413,6.69,370.238,323.024,1,582
20180807,38606,36132,2474,6.85,380.412,331.901,2,583
20180808,38683,36191,2492,6.89,381.473,332.826,3,584
20180809,38344,35872,2472,6.89,380.033,331.569,4,585
20180810,38376,36020,2356,6.54,379.108,330.762,5,586
20180811,35048,31721,3327,10.49,348.954,304.454,6,587
20180812,32669,30095,2574,8.55,328.497,286.605,0,588
20180813,37137,34739,2398,6.9,366.276,319.568,1,589
20180814,37179,34827,2352,6.75,367.15,320.33,2,590
20180815,36428,33954,2474,7.29,362.538,316.306,3,591
20180816,36643,34368,2275,6.62,365.157,318.59,4,592
20180817,37448,35182,2266,6.44,368.792,321.762,5,593
20180818,33763,30087,3676,12.22,337.459,294.425,6,594
20180819,31689,28654,3035,10.59,314.262,274.186,0,595
20180820,36747,34375,2372,6.9,355.196,309.901,1,596
20180821,36897,34675,2222,6.41,366.844,320.063,2,597
20180822,37148,34783,2365,6.8,368.883,321.842,3,598
20180823,36905,34745,2160,6.22,363.41,317.067,4,599
20180824,34004,30158,3846,12.75,331.715,289.414,5,600
20180825,32454,29174,3280,11.24,318.785,278.132,6,601
20180826,31095,28097,2998,10.67,303.468,264.768,0,602
20180827,36171,32329,3842,11.88,339.164,295.912,1,603
20180828,35990,31922,4068,12.74,340.574,297.143,2,604
20180829,35636,32109,3527,10.98,341.267,297.747,3,605
20180830,36284,31886,4398,13.79,339.521,296.224,4,606
20180831,36340,32264,4076,12.63,340.098,296.727,5,607
20180901,33138,28928,4210,14.55,323.766,306.718,6,608
20180902,31238,28176,3062,10.87,311.172,294.787,0,609
20180903,36670,33843,2827,8.36,356.349,337.585,1,610
20180904,37448,35163,2285,6.5,375.154,355.4,2,611
20180905,37512,35238,2274,6.45,380.514,360.478,3,612
20180906,37273,34890,2383,6.83,377.006,357.154,4,613
20180907,36905,34524,2381,6.9,372.136,352.541,5,614
20180908,32633,29661,2972,10.02,334.112,316.519,6,615
20180909,30523,26810,3713,13.85,302.999,287.045,0,616
20180910,35212,31645,3567,11.27,335.9,318.212,1,617
20180911,36386,33276,3110,9.35,356.845,338.054,2,618
20180912,36431,34117,2314,6.78,366.046,346.771,3,619
20180913,36902,34521,2381,6.9,370.062,350.576,4,620
20180914,36939,34631,2308,6.66,371.851,352.271,5,621
20180915,32429,29281,3148,10.75,335.877,318.191,6,622
20180916,31957,28947,3010,10.4,318.079,301.331,0,623
20180917,37448,35098,2350,6.7,368.839,349.418,1,624
20180918,37731,35327,2404,6.8,381.095,361.028,2,625
20180919,37394,34991,2403,6.87,379.265,359.295,3,626
20180920,37276,35019,2257,6.44,378.609,358.672,4,627
20180921,37296,34892,2404,6.89,376.558,356.73,5,628
20180922,32841,30272,2569,8.49,342.703,324.657,6,629
20180923,30594,27876,2718,9.75,320.887,303.991,0,630
20180924,30592,27223,3369,12.38,309.14,292.862,1,631
20180925,36686,32749,3937,12.02,347.48,329.183,2,632
20180926,35834,31949,3885,12.16,348.654,330.295,3,633
20180927,36176,31946,4230,13.24,347.09,328.814,4,634
20180928,35567,31510,4057,12.88,341.958,323.951,5,635
20180929,30986,26812,4174,15.57,303.753,287.759,6,636
20180930,29571,25505,4066,15.94,283.926,268.976,0,637
20181001,33805,30707,3098,10.09,351.846,290.97,1,638
20181002,34108,30992,3116,10.05,359.01,296.896,2,639
20181003,33579,30579,3000,9.81,356.281,294.639,3,640
20181004,33134,29852,3282,10.99,351.454,290.646,4,641
20181005,32771,30375,2396,7.89,353.136,292.038,5,642
20181006,29802,27097,2705,9.98,329.47,272.466,6,643
20181007,28580,25871,2709,10.47,310.399,256.694,0,644
20181008,33848,30873,2975,9.64,354.458,293.13,1,645
20181009,34236,31288,2948,9.42,365.03,301.873,2,646
20181010,30005,27562,2443,8.86,333.921,276.148,3,647
20181011,33013,29875,3138,10.5,350.095,289.523,4,648
20181012,32928,29172,3756,12.88,344.462,284.865,5,649
20181013,29462,26162,3300,12.62,315.851,261.204,6,650
20181014,28187,25687,2500,9.73,304.174,251.547,0,651
20181015,33621,30538,3083,10.09,351.048,290.31,1,652
20181016,33855,31462,2393,7.6,363.656,300.737,2,653
20181017,32748,30079,2669,8.87,354.408,293.09,3,654
20181018,32871,30097,2774,9.22,352.926,291.864,4,655
20181019,32840,29952,2888,9.64,350.484,289.844,5,656
20181020,29354,26206,3148,12.01,319.19,263.965,6,657
20181021,28143,25377,2766,10.9,301.962,249.718,0,658
20181022,32588,30240,2348,7.77,346.347,286.423,1,659
20181023,32530,30450,2080,6.83,357.445,295.601,2,660
20181024,32800,30549,2251,7.37,357.468,295.62,3,661
20181025,33145,31029,2116,6.82,360.218,297.895,4,662
20181026,33166,31014,2152,6.94,358.892,296.798,5,663
20181027,28843,25586,3257,12.73,314.868,260.391,6,664
20181028,27404,24289,3115,12.83,288.489,238.576,0,665
20181029,31551,28439,3112,10.94,325.975,269.576,1,666
20181030,31630,29073,2557,8.8,339.912,281.101,2,667
20181031,31822,29060,2762,9.51,341.147,282.123,3,668
20181101,31141,28605,2536,8.87,338.427,264.171,4,669
20181102,31246,28905,2341,8.1,341.673,266.706,5,670
20181103,28411,26486,1925,7.27,318.748,248.811,6,671
20181104,27519,25391,2128,8.38,302.451,236.09,0,672
20181105,31977,29866,2111,7.07,345.595,269.766,1,673
20181106,32894,30772,2122,6.9,360.612,281.488,2,674
20181107,32912,30941,1971,6.37,363.293,283.582,3,675
20181108,33332,31419,1913,6.09,366.131,285.797,4,676
20181109,32402,30295,2107,6.96,358.827,280.095,5,677
20181110,28820,26927,1893,7.03,325.954,254.435,6,678
20181111,28100,25556,2544,9.95,306.277,239.076,0,679
20181112,32053,29963,2090,6.98,346.089,270.152,1,680
20181113,31552,29512,2040,6.91,351.067,274.039,2,681
20181114,31446,29437,2009,6.83,348.102,271.723,3,682
20181115,31899,29920,1979,6.61,352.424,275.097,4,683
20181116,32064,29969,2095,6.99,354.826,276.972,5,684
20181117,28499,26630,1869,7.02,323.609,252.605,6,685
20181118,27488,25682,1806,7.03,306.913,239.572,0,686
20181119,31121,29184,1937,6.64,340.579,265.852,1,687
20181120,31650,29730,1920,6.46,348.496,272.032,2,688
20181121,31958,30019,1939,6.46,353.98,276.312,3,689
20181122,31335,28817,2518,8.74,343.644,268.244,4,690
20181123,31109,28416,2693,9.48,337.844,263.716,5,691
20181124,28177,24811,3366,13.57,301.231,235.136,6,692
20181125,27898,24821,3077,12.4,292.251,228.127,0,693
20181126,30800,28884,1916,6.63,330.964,258.346,1,694
20181127,30846,29017,1829,6.3,339.072,264.675,2,695
20181128,30859,28956,1903,6.57,339.211,264.784,3,696
20181129,30731,28691,2040,7.11,336.713,262.833,4,697
20181130,30745,28562,2183,7.64,337.962,263.809,5,698
20181201,28312,25636,2676,10.44,312.456,209.292,6,699
20181202,27433,24981,2452,9.82,295.658,198.04,0,700
20181203,30857,28963,1894,6.54,336.661,225.505,1,701
20181204,31720,29868,1852,6.2,350.305,234.644,2,702
20181205,31347,29406,1941,6.6,350.37,234.687,3,703
20181206,31885,30019,1866,6.22,355.156,237.893,4,704
20181207,30223,28355,1868,6.59,342.55,229.449,5,705
20181208,27838,25188,2650,10.52,308.049,206.34,6,706
20181209,26694,24038,2656,11.05,289.51,193.922,0,707
20181210,30540,28631,1909,6.67,331.126,221.798,1,708
20181211,30516,28683,1833,6.39,342.354,229.318,2,709
20181212,30171,28236,1935,6.85,335.394,224.657,3,710
20181213,30075,28180,1895,6.72,336.03,225.082,4,711
20181214,30137.4,28184,1953.4,6.93,337.91,226.341,5,712
20181215,27951,25401,2550,10.04,309.932,207.601,6,713
20181216,26687,24544,2143,8.73,293.571,196.642,0,714
20181217,29608,27835,1773,6.37,323.984,217.013,1,715
20181218,29895,28111,1784,6.35,333.25,223.22,2,716
20181219,30177,28371,1806,6.36,336.053,225.097,3,717
20181220,30316,28520,1796,6.3,336.419,225.343,4,718
20181221,30641,28647,1994,6.96,339.254,227.242,5,719
20181222,29051,27178,1873,6.89,330.963,221.688,6,720
20181223,26965,24509,2456,10.02,297.123,199.022,0,721
20181224,30268,27928,2340,8.38,325.754,218.199,1,722
20181225,30545,28585,1960,6.85,340.321,227.956,2,723
20181226,30243,28463,1780,6.25,339.702,227.542,3,724
20181227,29662,27726,1936,6.98,332.31,222.591,4,725
20181228,28906,26844,2062,7.68,322.74,216.181,5,726
20181229,27586,24309,3277,13.48,294.146,197.028,6,727
20181230,25088,23326,1762,7.55,280.023,187.568,0,728
20181231,26505,23399,3106,13.27,277.72,186.024,1,729
20190101,26429,23872,2557,10.71,279.87,192.192,2,730
20190102,30047,28148,1899,6.75,323.08,221.864,3,731
20190103,30343,28452,1891,6.65,336.597,231.146,4,732
20190104,30301,28490,1811,6.36,339.02,232.81,5,733
20190105,27957,26054,1903,7.3,315.825,216.882,6,734
20190106,26950,24617,2333,9.48,295.08,202.637,0,735
20190107,30336,28536,1800,6.31,330.919,227.247,1,736
20190108,30562,28719,1843,6.42,340.713,233.974,2,737
20190109,30595,28641,1954,6.82,339.42,233.086,3,738
20190110,30853,29006,1847,6.37,345.741,237.426,4,739
20190111,30682,28798,1884,6.54,345.312,237.131,5,740
20190112,28402,25905,2497,9.64,316.377,217.261,6,741
20190113,27027,24629,2398,9.74,295.069,202.629,0,742
20190114,30093,28348,1745,6.16,330.529,226.979,1,743
20190115,30731,28887,1844,6.38,341.979,234.843,2,744
20190116,30498,28649,1849,6.45,338.771,232.64,3,745
20190117,30328,28395,1933,6.81,337.237,231.587,4,746
20190118,29691,27756,1935,6.97,333.578,229.073,5,747
20190119,28431,26477,1954,7.38,323.444,222.114,6,748
20190120,27138,24539,2599,10.59,293.809,201.764,0,749
20190121,29654,27739,1915,6.9,324.539,222.866,1,750
20190122,30061,28140,1921,6.83,334.246,229.532,2,751
20190123,29776,27838,1938,6.96,333.761,229.199,3,752
20190124,29735,27863,1872,6.72,334.577,229.76,4,753
20190125,29202,27296,1906,6.98,332.047,228.022,5,754
20190126,27817,25282,2535,10.03,307.745,211.333,6,755
20190127,26506,24414,2092,8.57,291.033,199.857,0,756
20190128,29363,27557,1806,6.55,322.911,221.749,1,757
20190129,29690,27858,1832,6.58,331.844,227.883,2,758
20190130,29570,27760,1810,6.52,331.523,227.663,3,759
20190131,29071,27181,1890,6.95,326.577,224.266,4,760
