"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"17","1011.2","...","1013.4","2018-03-17 08:22","1007.6","2018-03-17 14:28","18.9","21.6","2018-03-17 14:34","16.9","2018-03-17 01:12","...","80","71","2018-03-17 12:41","2.6","30","10.4","22","2018-03-17 14:43","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"18","1009.1","...","1011.0","2018-03-18 00:16","1007.5","2018-03-18 23:49","19.9","24.4","2018-03-18 10:23","16.8","2018-03-18 04:55","...","83","65","2018-03-18 10:23","1.1","84","6.4","346","2018-03-18 11:53","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"19","1005.3","...","1007.8","2018-03-19 00:10","1001.6","2018-03-19 14:47","22.1","26.2","2018-03-19 10:59","18.3","2018-03-19 03:33","...","78","56","2018-03-19 10:42","1.2","183","7.2","266","2018-03-19 12:25","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"20","1005.6","...","1009.6","2018-03-20 22:10","1002.3","2018-03-20 05:57","17.9","22.1","2018-03-20 00:06","14.5","2018-03-20 23:14","...","90","82","2018-03-20 14:28","1.7","39","11.5","300","2018-03-20 08:27","31.5","...","...","","...","","...","...","...","...","...","...","","..."
"21","1010.1","...","...","","...","","14.8","...","","...","","...","68","...","","2.2","28","...","...","","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"22","1010.3","...","1011.9","2018-03-22 07:46","1008.4","2018-03-22 14:13","14.4","17.7","2018-03-22 13:34","12.2","2018-03-22 05:02","...","57","41","2018-03-22 11:07","2.8","91","10.1","35","2018-03-22 13:16","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"23","1011.8","...","1013.0","2018-03-23 09:40","1010.3","2018-03-23 01:18","17.6","23.5","2018-03-23 13:08","11.4","2018-03-23 04:39","...","49","25","2018-03-23 10:22","2.2","6","8.2","349","2018-03-23 15:16","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"24","1012.4","...","1014.6","2018-03-24 09:46","1010.3","2018-03-24 18:09","19.2","25.6","2018-03-24 14:31","12.3","2018-03-24 04:28","...","47","18","2018-03-24 14:27","1.3","86","5.6","268","2018-03-24 14:10","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"25","1012.1","...","1014.1","2018-03-25 10:00","1010.5","2018-03-25 03:14","20.2","25.7","2018-03-25 13:16","15.0","2018-03-25 06:03","...","62","45","2018-03-25 12:15","1.1","294","6.0","289","2018-03-25 13:31","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"26","1010.8","...","1012.5","2018-03-26 09:57","1009.5","2018-03-26 15:48","20.4","25.1","2018-03-26 11:51","16.5","2018-03-26 05:33","...","72","60","2018-03-26 11:52","1.3","73","7.2","303","2018-03-26 15:00","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"27","1009.2","...","1010.9","2018-03-27 10:19","1007.8","2018-03-27 15:29","19.7","22.1","2018-03-27 11:17","17.5","2018-03-27 03:33","...","78","67","2018-03-27 08:16","1.6","26","9.5","25","2018-03-27 13:30","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"28","1007.2","...","1008.9","2018-03-28 09:21","1005.4","2018-03-28 16:34","20.7","23.9","2018-03-28 13:35","17.0","2018-03-28 06:15","...","80","61","2018-03-28 09:51","1.8","16","8.6","359","2018-03-28 11:15","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"29","1006.4","...","1006.9","2018-03-29 23:03","1004.6","2018-03-29 17:10","22.1","28.5","2018-03-29 14:49","-14.8","2018-03-29 14:53","...","75","25","2018-03-29 14:53","1.1","80","4.1","255","2018-03-29 17:46","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"30","1006.5","...","1008.4","2018-03-30 09:20","1004.8","2018-03-30 15:37","22.6","26.7","2018-03-30 14:46","18.8","2018-03-30 05:45","...","59","39","2018-03-30 12:36","2.6","57","13.3","31","2018-03-30 15:38","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"31","1005.5","...","1007.8","2018-03-31 08:17","1002.6","2018-03-31 15:48","24.0","28.9","2018-03-31 15:19","20.5","2018-03-31 05:53","...","51","36","2018-03-31 14:35","2.3","43","9.4","13","2018-03-31 10:34","0.0","...","...","","...","","...","...","...","...","...","...","","..."
