"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"17","1011.5","...","1013.5","2017-03-17 22:18","1009.7","2017-03-17 15:05","17.2","19.6","2017-03-17 13:16","14.9","2017-03-17 00:03","...","87","76","2017-03-17 12:43","2.1","32","7.0","27","2017-03-17 10:44","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"18","1011.9","...","1013.8","2017-03-18 09:39","1009.9","2017-03-18 17:00","18.3","22.1","2017-03-18 13:45","16.5","2017-03-18 06:08","...","88","75","2017-03-18 13:46","1.9","25","7.8","352","2017-03-18 15:25","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"19","1011.6","...","1013.8","2017-03-19 06:25","1009.7","2017-03-19 13:56","18.5","21.9","2017-03-19 14:06","16.9","2017-03-19 09:50","...","89","75","2017-03-19 14:01","2.1","22","12.0","2","2017-03-19 09:18","5.5","...","...","","...","","...","...","...","...","...","...","","..."
"20","1008.2","...","1010.3","2017-03-21 00:00","1006.2","2017-03-20 14:54","20.9","25.6","2017-03-20 14:59","16.8","2017-03-20 05:58","...","84","67","2017-03-20 14:10","1.2","300","9.5","338","2017-03-20 05:10","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"21","1009.5","...","1011.9","2017-03-21 09:40","1006.6","2017-03-21 14:02","19.1","21.1","2017-03-21 00:06","16.7","2017-03-21 20:00","...","79","66","2017-03-21 13:11","2.9","45","14.1","49","2017-03-21 16:26","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"22","1007.5","...","1011.1","2017-03-22 22:17","1004.7","2017-03-22 15:39","19.2","24.2","2017-03-22 13:55","15.7","2017-03-22 23:48","...","80","62","2017-03-22 13:56","1.8","14","7.5","2","2017-03-22 21:38","12.5","...","...","","...","","...","...","...","...","...","...","","..."
"23","1009.1","...","1010.8","2017-03-23 23:05","1006.6","2017-03-23 14:49","18.4","23.0","2017-03-23 11:39","15.7","2017-03-24 00:00","...","81","61","2017-03-23 11:13","2.4","25","10.9","12","2017-03-23 15:33","4.0","...","...","","...","","...","...","...","...","...","...","","..."
"24","1009.1","...","1011.5","2017-03-24 08:17","1005.7","2017-03-24 14:11","19.8","24.4","2017-03-24 13:21","16.6","2017-03-24 01:28","...","71","54","2017-03-24 11:09","1.9","9","9.9","321","2017-03-24 14:37","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"25","1011.9","...","1015.1","2017-03-25 21:49","1008.7","2017-03-25 00:05","15.7","20.1","2017-03-25 01:07","12.6","2017-03-25 22:10","...","88","82","2017-03-25 13:45","2.5","40","10.2","22","2017-03-25 13:10","15.5","...","...","","...","","...","...","...","...","...","...","","..."
"26","1015.0","...","1016.9","2017-03-26 11:36","1012.7","2017-03-26 01:10","14.4","17.0","2017-03-26 21:48","11.7","2017-03-26 04:25","...","67","31","2017-03-26 23:08","2.5","37","11.3","7","2017-03-26 15:27","12.5","...","...","","...","","...","...","...","...","...","...","","..."
"27","1015.1","...","1017.7","2017-03-27 10:16","1012.3","2017-03-27 17:32","18.3","24.1","2017-03-27 15:28","12.0","2017-03-27 06:11","...","50","33","2017-03-27 00:08","2.4","94","10.4","3","2017-03-27 13:00","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"28","1012.8","...","1014.9","2017-03-28 08:57","1010.6","2017-03-28 14:43","18.5","24.4","2017-03-28 13:27","13.0","2017-03-28 06:01","...","66","36","2017-03-28 08:38","1.3","18","7.5","252","2017-03-28 14:01","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"29","1013.0","...","1015.1","2017-03-29 10:25","1011.4","2017-03-29 14:44","20.4","26.4","2017-03-29 12:39","15.8","2017-03-29 03:48","...","66","49","2017-03-29 12:38","1.6","79","7.6","297","2017-03-29 13:55","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"30","1010.8","...","1013.1","2017-03-30 10:01","1007.6","2017-03-30 23:06","20.6","23.2","2017-03-30 11:03","17.3","2017-03-30 06:30","...","81","70","2017-03-30 08:17","1.1","302","8.3","157","2017-03-30 22:50","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"31","1008.8","...","1015.1","2017-03-31 23:15","1006.7","2017-03-31 16:14","18.1","16.0","2017-03-31 14:49","12.7","2017-03-31 23:03","...","84","82","2017-03-31 16:44","2.8","37","13.3","49","2017-03-31 15:36","29.0","...","...","","...","","...","...","...","...","...","...","","..."
