"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"15","1009.3","...","1011.6","2018-02-15 00:12","1006.1","2018-02-15 14:45","21.7","30.7","2018-02-15 14:41","14.2","2018-02-15 01:57","...","66","34","2018-02-15 11:06","1.7","71","8.5","216","2018-02-15 14:26","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"16","1007.6","...","1009.1","2018-02-16 00:26","1005.8","2018-02-16 14:23","21.6","27.3","2018-02-16 13:15","17.7","2018-02-16 08:09","...","78","57","2018-02-16 12:00","1.3","353","6.3","314","2018-02-16 13:46","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"17","1009.3","...","1011.7","2018-02-17 23:44","1007.3","2018-02-17 04:16","18.7","23.7","2018-02-17 13:18","16.6","2018-02-17 05:12","...","84","61","2018-02-17 13:20","1.4","338","5.5","357","2018-02-17 01:05","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"18","1010.8","...","1013.2","2018-02-18 08:25","1008.2","2018-02-18 15:57","20.1","26.2","2018-02-18 15:31","15.4","2018-02-18 06:04","...","78","47","2018-02-18 14:41","1.5","9","6.4","332","2018-02-18 12:41","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"19","1009.2","...","1012.2","2018-02-19 09:24","1006.1","2018-02-19 15:10","21.5","29.6","2018-02-19 15:22","15.8","2018-02-19 06:07","...","73","39","2018-02-19 15:19","1.2","1","7.5","347","2018-02-19 12:19","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"20","1007.8","...","1010.3","2018-02-20 10:21","1005.6","2018-02-20 14:58","19.3","24.5","2018-02-20 12:14","15.4","2018-02-20 06:40","...","86","62","2018-02-20 12:16","1.5","303","5.8","311","2018-02-20 13:36","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"21","1007.4","...","1009.1","2018-02-21 09:32","1005.0","2018-02-21 15:29","18.4","22.6","2018-02-21 13:49","15.8","2018-02-21 07:00","...","83","65","2018-02-21 11:43","1.9","5","6.3","302","2018-02-21 14:08","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"22","1010.1","...","1013.0","2018-02-22 20:46","1008.5","2018-02-22 03:54","15.0","18.4","2018-02-22 12:20","12.4","2018-02-22 21:07","...","92","79","2018-02-22 11:37","1.9","9","7.8","2","2018-02-22 15:31","20.0","...","...","","...","","...","...","...","...","...","...","","..."
"23","1011.6","...","1013.5","2018-02-23 09:17","1009.7","2018-02-23 15:30","16.8","22.1","2018-02-23 14:24","12.7","2018-02-24 00:00","...","86","69","2018-02-23 14:26","1.3","342","4.9","303","2018-02-23 14:32","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"24","1012.1","...","1015.2","2018-02-24 09:27","1010.0","2018-02-24 16:21","19.4","26.2","2018-02-24 15:06","16.2","2018-02-24 06:07","...","84","54","2018-02-24 15:21","1.2","17","6.0","340","2018-02-24 09:08","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"25","1010.7","...","1012.2","2018-02-25 22:47","1009.0","2018-02-25 14:11","18.7","24.8","2018-02-25 12:54","15.1","2018-02-25 23:12","...","86","65","2018-02-25 11:53","2.2","350","7.1","3","2018-02-25 15:57","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"26","1011.1","...","1012.8","2018-02-26 09:32","1009.1","2018-02-26 15:53","18.0","23.1","2018-02-26 13:12","14.3","2018-02-26 06:42","...","79","60","2018-02-26 13:11","1.5","318","7.2","328","2018-02-26 14:53","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"27","1010.4","...","1013.2","2018-02-27 10:08","1008.3","2018-02-27 15:33","18.0","22.4","2018-02-27 15:33","15.6","2018-02-27 05:35","...","87","68","2018-02-27 14:49","1.2","351","5.5","8","2018-02-27 13:06","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"28","1007.0","...","1008.7","2018-03-01 00:00","1005.8","2018-02-28 14:23","19.4","24.6","2018-02-28 14:25","15.9","2018-02-28 06:41","...","89","66","2018-02-28 11:52","1.2","9","6.8","329","2018-02-28 15:02","0.0","...","...","","...","","...","...","...","...","...","...","","..."
