"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1006.6","...","1008.0","2017-05-01 09:08","1005.1","2017-05-01 15:57","24.3","29.3","2017-05-01 12:50","18.5","2017-05-01 03:42","...","65","32","2017-05-01 09:40","1.4","342","6.9","360","2017-05-01 13:20","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","1005.8","...","1007.3","2017-05-02 09:12","1004.3","2017-05-02 15:28","25.8","30.6","2017-05-02 12:53","22.2","2017-05-02 05:43","...","73","51","2017-05-02 12:53","1.1","9","5.8","333","2017-05-02 16:31","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","1005.6","...","1007.2","2017-05-03 06:58","1003.8","2017-05-03 15:12","26.6","31.7","2017-05-03 12:27","22.7","2017-05-03 03:55","...","75","54","2017-05-03 12:28","1.3","4","7.8","329","2017-05-03 15:40","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1005.5","...","1006.9","2017-05-04 21:52","1003.9","2017-05-04 13:54","27.0","31.7","2017-05-04 14:22","22.5","2017-05-04 05:37","...","75","56","2017-05-04 14:23","1.6","239","8.1","257","2017-05-04 14:36","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","1006.9","...","1009.1","2017-05-05 22:33","1005.0","2017-05-05 02:14","26.9","32.2","2017-05-05 12:54","23.4","2017-05-05 05:24","...","76","52","2017-05-05 16:13","1.2","4","6.9","331","2017-05-05 14:02","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","1008.2","...","1010.0","2017-05-06 09:48","1006.2","2017-05-06 16:46","26.5","31.1","2017-05-06 13:37","23.4","2017-05-06 04:50","...","77","60","2017-05-06 13:45","1.7","11","8.4","340","2017-05-06 14:09","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"07","1007.3","...","1009.0","2017-05-07 06:52","1004.8","2017-05-07 16:26","26.0","30.7","2017-05-07 13:33","21.5","2017-05-07 05:24","...","77","60","2017-05-07 14:51","1.5","314","6.2","330","2017-05-07 12:41","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"08","1005.1","...","1007.8","2017-05-09 00:00","1002.5","2017-05-08 15:42","27.3","31.0","2017-05-08 13:09","24.1","2017-05-08 05:11","...","75","57","2017-05-08 12:18","1.5","19","6.9","285","2017-05-08 12:23","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","1005.1","...","1006.7","2017-05-09 22:20","1003.9","2017-05-09 04:54","27.4","31.6","2017-05-09 12:42","23.5","2017-05-09 05:03","...","75","57","2017-05-09 10:16","1.7","35","8.9","249","2017-05-09 12:56","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","1007.2","...","1009.0","2017-05-10 21:42","1005.5","2017-05-10 01:45","27.2","31.9","2017-05-10 11:55","22.5","2017-05-10 05:31","...","75","52","2017-05-10 11:55","1.2","277","6.7","327","2017-05-10 12:42","0.0","...","...","","...","","...","...","...","...","...","...","","..."
