"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","997.8","...","999.7","2018-08-01 07:33","995.4","2018-08-01 16:55","30.4","34.5","2018-08-01 15:21","26.8","2018-08-01 05:39","...","77","53","2018-08-01 15:23","2.8","117","7.7","245","2018-08-01 12:09","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","997.4","...","999.3","2018-08-02 10:09","995.3","2018-08-02 16:23","29.5","33.4","2018-08-02 14:09","27.2","2018-08-02 03:39","...","80","55","2018-08-02 14:34","2.6","171","8.2","256","2018-08-02 15:33","2.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","997.7","...","999.2","2018-08-03 23:26","996.2","2018-08-03 02:38","28.5","32.6","2018-08-03 11:59","26.4","2018-08-03 22:39","...","83","59","2018-08-03 13:05","2.2","71","9.7","245","2018-08-03 12:01","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"04","998.9","...","1000.9","2018-08-04 22:47","996.9","2018-08-04 15:27","28.3","33.6","2018-08-04 13:10","24.1","2018-08-04 17:41","...","81","59","2018-08-04 11:59","1.4","89","7.0","295","2018-08-04 15:02","16.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","999.7","...","1000.9","2018-08-05 22:58","997.8","2018-08-05 14:20","27.9","34.7","2018-08-05 12:16","24.5","2018-08-05 18:51","...","79","53","2018-08-05 12:16","1.5","20","7.3","299","2018-08-05 13:57","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"06","998.9","...","1000.7","2018-08-06 00:01","996.2","2018-08-06 15:44","28.8","33.5","2018-08-06 12:55","25.2","2018-08-06 02:25","...","79","57","2018-08-06 12:32","1.8","326","7.1","329","2018-08-06 14:45","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"07","998.0","...","999.5","2018-08-07 06:34","995.7","2018-08-07 17:21","28.9","33.3","2018-08-07 13:14","23.7","2018-08-07 16:02","...","83","60","2018-08-07 12:23","1.8","81","7.6","175","2018-08-07 15:50","24.5","...","...","","...","","...","...","...","...","...","...","","..."
"08","998.2","...","999.9","2018-08-08 23:02","996.2","2018-08-08 17:15","29.4","34.2","2018-08-08 14:07","26.8","2018-08-08 05:43","...","78","52","2018-08-08 14:01","2.0","102","6.7","331","2018-08-08 16:55","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","998.7","...","999.9","2018-08-09 09:57","996.8","2018-08-09 16:30","29.4","33.1","2018-08-09 13:46","26.6","2018-08-09 05:47","...","75","56","2018-08-09 16:13","1.5","18","5.6","333","2018-08-09 17:53","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","997.4","...","999.5","2018-08-10 00:11","994.9","2018-08-10 16:55","29.7","34.1","2018-08-10 13:16","25.9","2018-08-10 05:55","...","73","50","2018-08-10 12:19","1.6","321","7.1","341","2018-08-10 15:12","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"11","994.3","...","997.1","2018-08-11 00:01","991.8","2018-08-11 16:59","29.5","33.6","2018-08-11 14:51","26.0","2018-08-11 04:39","...","74","47","2018-08-11 15:00","1.4","108","6.5","350","2018-08-11 16:01","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"12","990.9","...","992.7","2018-08-12 00:12","988.0","2018-08-12 16:14","29.3","33.8","2018-08-12 13:36","24.4","2018-08-12 05:19","...","78","59","2018-08-12 13:27","1.7","166","5.8","218","2018-08-12 22:52","12.5","...","...","","...","","...","...","...","...","...","...","","..."
"13","992.5","...","994.5","2018-08-13 23:16","991.0","2018-08-13 01:20","28.4","33.7","2018-08-13 13:11","25.4","2018-08-13 23:23","...","84","58","2018-08-13 13:11","1.4","73","6.9","163","2018-08-13 16:28","2.5","...","...","","...","","...","...","...","...","...","...","","..."
"14","993.6","...","995.3","2018-08-14 21:52","992.1","2018-08-14 13:42","26.8","33.8","2018-08-14 12:17","24.4","2018-08-14 05:11","...","90","57","2018-08-14 11:25","1.3","33","7.1","224","2018-08-14 15:40","38.0","...","...","","...","","...","...","...","...","...","...","","..."
"15","995.6","...","996.8","2018-08-15 23:02","994.0","2018-08-15 01:49","27.4","30.2","2018-08-15 14:58","24.8","2018-08-15 04:41","...","88","66","2018-08-15 15:55","1.8","103","10.0","219","2018-08-15 09:54","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"16","995.1","...","996.6","2018-08-16 00:01","993.1","2018-08-16 16:32","28.7","33.3","2018-08-16 13:55","25.3","2018-08-16 05:31","...","81","55","2018-08-16 14:39","1.9","84","6.8","199","2018-08-16 09:18","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"17","994.2","...","996.2","2018-08-17 22:18","992.3","2018-08-17 15:45","29.0","32.3","2018-08-17 13:00","25.7","2018-08-17 06:11","...","79","64","2018-08-17 12:07","2.7","201","9.4","238","2018-08-17 13:45","1.0","...","...","","...","","...","...","...","...","...","...","","..."
"18","996.2","...","997.7","2018-08-18 23:52","995.1","2018-08-18 15:47","27.4","32.0","2018-08-18 11:05","24.8","2018-08-18 16:56","...","90","63","2018-08-18 11:01","1.3","76","8.2","234","2018-08-18 12:27","9.5","...","...","","...","","...","...","...","...","...","...","","..."
