"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpHrMax","PrecpHrMaxTime","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1010.8","...","1012.4","2017-03-01 09:32","1008.7","2017-03-01 15:42","18.0","21.7","2017-03-01 14:52","15.1","2017-03-01 02:45","...","73","52","2017-03-01 16:09","1.7","343","8.9","343","2017-03-01 12:18","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"02","1010.5","...","1012.2","2017-03-02 09:45","1008.6","2017-03-02 15:29","17.1","22.3","2017-03-02 13:25","13.2","2017-03-02 23:50","...","61","44","2017-03-02 11:39","2.1","338","9.0","336","2017-03-02 14:22","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"03","1009.5","...","1011.5","2017-03-03 08:24","1007.4","2017-03-03 17:33","16.7","21.7","2017-03-03 16:12","11.2","2017-03-03 05:31","...","67","45","2017-03-03 13:29","1.4","350","5.8","295","2017-03-03 14:39","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"04","1007.6","...","1009.5","2017-03-04 07:51","1005.3","2017-03-04 14:54","20.1","25.5","2017-03-04 13:56","15.7","2017-03-04 05:50","...","68","45","2017-03-04 11:58","1.3","11","6.5","298","2017-03-04 14:11","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"05","1005.5","...","1007.6","2017-03-05 09:13","1003.3","2017-03-05 16:06","22.1","27.8","2017-03-05 14:25","16.7","2017-03-05 04:24","...","68","46","2017-03-05 13:47","1.4","124","7.2","290","2017-03-05 14:56","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"06","1006.2","...","1008.4","2017-03-06 23:04","1004.3","2017-03-06 03:42","18.8","21.4","2017-03-06 01:05","15.5","2017-03-06 23:34","...","79","65","2017-03-06 15:24","2.5","347","9.9","4","2017-03-06 05:52","6.5","...","...","","...","","...","...","...","...","...","...","","..."
"07","1008.9","...","1011.1","2017-03-07 21:50","1007.2","2017-03-07 04:10","15.3","17.6","2017-03-07 13:11","13.4","2017-03-07 22:14","...","77","64","2017-03-07 13:29","1.6","342","6.2","342","2017-03-07 21:32","0.5","...","...","","...","","...","...","...","...","...","...","","..."
"08","1009.9","...","1011.8","2017-03-08 11:14","1008.2","2017-03-08 16:29","14.2","15.3","2017-03-08 18:24","12.9","2017-03-08 08:57","...","90","85","2017-03-08 19:37","1.2","67","4.7","307","2017-03-08 08:15","13.0","...","...","","...","","...","...","...","...","...","...","","..."
"09","1008.7","...","1010.4","2017-03-10 00:00","1006.5","2017-03-09 15:57","18.0","21.8","2017-03-09 10:53","14.0","2017-03-09 05:56","...","80","62","2017-03-09 10:48","1.0","324","4.9","238","2017-03-09 11:32","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"10","1006.0","...","1007.6","2017-03-10 09:32","1002.8","2017-03-10 14:32","20.4","27.5","2017-03-10 14:08","17.5","2017-03-10 03:26","...","82","58","2017-03-10 14:08","1.6","354","10.2","272","2017-03-10 14:32","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"11","1007.5","...","1009.3","2017-03-11 21:15","1005.9","2017-03-11 02:12","20.3","24.7","2017-03-11 14:00","17.4","2017-03-11 05:49","...","83","65","2017-03-11 14:02","1.6","1","7.6","3","2017-03-11 18:55","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"12","1006.9","...","1008.8","2017-03-12 07:21","1004.5","2017-03-12 13:53","21.7","27.6","2017-03-12 13:47","18.5","2017-03-12 03:36","...","83","61","2017-03-12 13:47","1.4","315","8.2","296","2017-03-12 13:59","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"13","1005.2","...","1007.4","2017-03-13 23:50","1001.9","2017-03-13 15:41","23.8","29.4","2017-03-13 14:19","19.7","2017-03-13 23:58","...","75","50","2017-03-13 10:48","1.8","345","7.4","298","2017-03-13 16:38","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"14","1009.0","...","1011.5","2017-03-14 22:14","1005.9","2017-03-14 03:05","16.7","19.7","2017-03-15 00:00","14.8","2017-03-14 21:55","...","78","65","2017-03-14 15:49","2.6","13","8.7","11","2017-03-14 16:43","5.5","...","...","","...","","...","...","...","...","...","...","","..."
"15","1010.4","...","1013.3","2017-03-15 09:20","1008.1","2017-03-15 17:52","17.6","22.7","2017-03-15 13:50","14.7","2017-03-15 01:50","...","72","59","2017-03-15 13:50","1.5","5","5.1","336","2017-03-15 18:51","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"16","1009.8","...","1011.4","2017-03-17 00:00","1007.6","2017-03-16 15:41","18.0","21.7","2017-03-16 14:15","16.0","2017-03-16 08:00","...","82","70","2017-03-16 14:15","1.9","338","7.0","348","2017-03-16 18:01","1.5","...","...","","...","","...","...","...","...","...","...","","..."
"17","1010.8","...","1013.0","2017-03-17 21:52","1008.7","2017-03-17 14:36","19.5","24.9","2017-03-17 12:56","15.8","2017-03-17 06:32","...","81","61","2017-03-17 12:58","1.7","4","7.0","324","2017-03-17 14:48","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"18","1011.1","...","1013.0","2017-03-18 08:40","1009.2","2017-03-18 17:27","21.4","26.6","2017-03-18 15:09","18.4","2017-03-18 05:24","...","81","61","2017-03-18 14:31","1.5","355","4.8","342","2017-03-18 18:31","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"19","1010.9","...","1012.3","2017-03-19 07:21","1009.0","2017-03-19 15:00","21.7","25.9","2017-03-19 10:20","19.1","2017-03-19 05:09","...","82","65","2017-03-19 10:02","1.6","335","8.1","3","2017-03-19 11:12","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"20","1008.2","...","1010.7","2017-03-21 00:00","1006.5","2017-03-20 16:01","22.9","27.4","2017-03-20 14:17","18.0","2017-03-20 07:11","...","80","62","2017-03-20 14:10","1.0","338","6.2","10","2017-03-20 05:51","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"21","1008.0","...","1009.8","2017-03-21 08:02","1005.3","2017-03-21 15:11","22.9","28.7","2017-03-21 13:17","18.8","2017-03-21 23:22","...","76","55","2017-03-21 13:50","2.1","329","7.5","333","2017-03-21 14:43","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"22","1007.3","...","1010.1","2017-03-22 22:21","1004.4","2017-03-22 15:51","20.8","27.7","2017-03-22 12:35","17.6","2017-03-22 03:39","...","78","56","2017-03-22 12:34","1.9","246","7.4","311","2017-03-22 12:59","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"23","1007.5","...","1009.4","2017-03-23 22:27","1004.3","2017-03-23 15:12","21.5","29.0","2017-03-23 14:44","17.3","2017-03-23 02:39","...","75","45","2017-03-23 14:07","2.4","3","11.2","329","2017-03-23 16:07","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"24","1008.7","...","1010.7","2017-03-24 08:33","1005.3","2017-03-24 15:25","21.8","28.8","2017-03-24 14:26","17.1","2017-03-24 06:22","...","75","53","2017-03-24 13:50","1.5","4","8.5","329","2017-03-24 16:01","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"25","1009.8","...","1012.4","2017-03-25 21:48","1008.0","2017-03-25 15:25","19.8","25.3","2017-03-25 13:13","15.2","2017-03-25 23:57","...","79","61","2017-03-25 13:23","3.1","6","10.7","14","2017-03-25 17:54","1.0","...","...","","...","","...","...","...","...","...","...","","..."
"26","1013.6","...","1015.8","2017-03-26 22:24","1010.9","2017-03-27 00:00","14.4","15.4","2017-03-26 01:33","13.1","2017-03-26 07:48","...","89","82","2017-03-26 20:38","1.7","349","6.4","348","2017-03-26 01:01","9.0","...","...","","...","","...","...","...","...","...","...","","..."
"27","1014.8","...","1017.1","2017-03-27 09:33","1012.2","2017-03-27 17:34","19.5","25.4","2017-03-27 14:42","13.8","2017-03-27 06:30","...","71","35","2017-03-27 16:23","1.4","325","8.1","311","2017-03-27 14:52","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"28","1013.0","...","1015.1","2017-03-28 08:31","1010.7","2017-03-28 16:43","20.3","26.3","2017-03-28 13:29","14.7","2017-03-28 05:28","...","68","33","2017-03-28 16:35","1.4","70","7.4","293","2017-03-28 12:01","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"29","1012.6","...","1015.0","2017-03-29 10:14","1010.5","2017-03-29 15:18","21.6","28.9","2017-03-29 14:46","17.4","2017-03-29 02:59","...","65","37","2017-03-29 14:35","1.6","63","8.1","21","2017-03-29 15:44","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"30","1010.9","...","1012.8","2017-03-30 00:06","1008.5","2017-03-30 17:47","22.5","27.4","2017-03-30 12:11","17.1","2017-03-30 05:57","...","73","48","2017-03-30 12:08","1.2","12","6.5","342","2017-03-30 14:08","0.0","...","...","","...","","...","...","...","...","...","...","","..."
"31","1007.2","...","1011.3","2017-03-31 23:17","1003.9","2017-03-31 15:36","21.9","29.6","2017-03-31 14:04","14.9","2017-03-31 23:59","...","73","51","2017-03-31 12:42","2.8","12","12.4","7","2017-03-31 22:41","0.0","...","...","","...","","...","...","...","...","...","...","","..."
